nr|nederlands|frans|engels
|Ik weet niet eens of ik het wel zou willen.|A vrai dire, je ne suis même pas sûre d’avoir envie de l’amender.|Indeed I am not sure that I would desire to reclaim him.
|Ik ben geen voorstander van die moderne rage om van slechte mensen|Je n’aime pas du tout cette manie actuelle|I am not in favour of this modern mania for turning bad people
|in een handomdraai goeie te maken.| de vouloir transformer les méchants en bons.|into good people at a moment’s notice.
|Laat een man oogsten zoals hij gezaaid heeft.|Comme on sème, on récolte.|As a man sows so let him reap.
|Doe alsjeblieft het dagboek weg Cecily.|Posez donc cet agenda, Cecily.|You must put away your diary,
|Ik begrijp niet waarom je een dagboek moet bijhouden.|Je ne vois d’ailleurs pas pourquoi il vous faut un agenda.|I really don’t see why you should keep a diary at all.
|Ik houd een dagboek bij om er de wonderbaarlijke geheimen van mijn leven in op te tekenen.| Je tiens un agenda pour y noter tous mes petits secrets.|I keep a diary in order to enter the wonderful secrets of my life.
|Als ik ze niet opschreef zou ik ze waarschijnlijk compleet vergeten.| Si je ne les écris pas, je vais tout oublier.|If I didn’t write them down, I should probably forget all about them.
|Ons geheugen, lieve Cecily,| La mémoire, ma chère Cecily,|Memory, my dear Cecily,
|is het dagboek dat wij allen bij ons dragen.|est l’agenda que nous avons toujours sur nous.|is the diary that we all carry about with us.
|Ja, maar dat noteert doorgaans alleen de dingen die nooit gebeurd zijn,| Oui, mais en général elle retrace des choses qui ne sont jamais arrivées|Yes, but it usually chronicles the things that have never happened,
|en nooit hadden kunnen gebeuren.|et n’aurait pas même pu arriver.|and couldn’t possibly have happened.
|Ik geloof dat het Geheugen verantwoordelijk is voor al die dikke romans, die Mudie ons stuurt.| Je crois que la mémoire est responsable de presque tous ces incroyables romans en trois tomes.|I believe that Memory is responsible for nearly all the three-volume novels that Mudie sends us.
|Spreek niet lichtvaardig over die dikke romans, Cecily.| Ne parlez pas si méchamment des romans en trois tomes, Cecily,|Do not speak slightingly of the three-volume novel,
|In vroeger dagen heb ik er zelf een geschreven.| j’en ai écrit un moi-même dans ma jeunesse.|I wrote one myself in earlier days.
|Heus, Miss Prism? Wat bent u toch knap!| Vraiment, Miss Prism ? Comme vous êtes intelligente.|Did you really, Miss Prism?  How wonderfully clever you are!
|Toch niet iets met een gelukkig einde, hoop ik?| J’espère qu’il ne finissait pas bien ?|I hope it did not end happily?
|Ik houd niet van romans die gelukkig aflopen.|Je n’aime pas les romans qui finissent bien.|I don’t like novels that end happily.
|Daar word ik zo neerslachtig van.| Ils me dépriment tellement.|They depress me so much.
|Met de goeden liep het gelukkig af, en met de kwaden slecht.| Eh bien, les bons sont récompensés et les méchants sont punis.|The good ended happily, and the bad unhappily.
|Dat is wat fictie betekent.|C’est de la fiction, voyez-vous.|That is what Fiction means.
|Dat zal wel. Het klinkt zo oneerlijk.| Sans doute. Mais ça me semble injuste.|I suppose so.  But it seems very unfair.
|Is uw roman ooit uitgegeven?|Et votre roman a-t-il été publié ?|And was your novel ever published?
|Helaas! Nee.| Hélas non.|Alas! no.
|Het manuscript is ongelukkigerwijze achtergelaten.|Malheureusement le manuscrit a été abandonné.|The manuscript unfortunately was abandoned.
|||
|Ik gebruik het woord in de zin van verloren of fout gelegd.|Je veux dire perdu, égaré.|I use the word in the sense of lost or mislaid.
|Maar dit zijn voor je werk nutteloze overpeinzingen, kind.| Mais cette conversation ne fait pas avancer votre travail.|To your work, child, these speculations are profitless.
|Maar ik zie dominee Chasuble in de tuin aankomen.| Mais je vois ce cher Dr Chasuble qui arrive.|But I see dear Dr. Chasuble coming up through the garden.
|Dr. Chasuble! Dat is inderdaad een waar genoegen.|Dr Chasuble ! C’est un vrai plaisir.|Dr. Chasuble!  This is indeed a pleasure.
|Hoe gaat het met ons vanmorgen?| Et comment allons-nous ce matin ?|And how are we this morning?
|Miss Prism, met u gaat het, hoop ik, goed?|Miss Prism, vous allez bien, j’en suis sûr.|Miss Prism, you are, I trust, well?
|Miss Prism klaagde zojuist over lichte hoofdpijn.| Miss Prism se plaignait à l’instant d’un léger mal de tête.|Miss Prism has just been complaining of a slight headache.
|Ik geloof dat het haar goed zou doen als u een wandelingetje met haar in het park zou maken, Dr. Chasuble.| Je crois qu’une petite promenade avec vous dans le parc lui ferait beaucoup de bien, Docteur Chasuble.|I think it would do her so much good to have a short stroll with you in the Park, Dr. Chasuble.
|Cecily, ik heb met geen woord over hoofdpijn gerept.| Cecily, je n’ai jamais parlé de mal de tête.|Cecily, I have not mentioned anything about a headache.
|Nee, Miss Prism, maar ik voelde instinctief aan dat u hoofdpijn had.| Je sais, chère Miss Prism, mais mon instinct m’a dit que vous aviez un mal de tête.|No, dear Miss Prism, I know that, but I felt instinctively that you had a headache.
|Daaraan dacht ik,|A vrai dire, c’est à ça que je pensais|Indeed I was thinking about that,
|en niet aan mijn Duitse les, toen de dominee er aan kwam.|et pas à ma leçon d’allemand quand M. le recteur est arrivé.|and not about my German lesson, when the Rector came in.
|Je let toch wel op, hoop ik, Cecily?| J’espère que vous n’êtes pas une élève étourdie, Cecily.|I hope, Cecily, you are not inattentive.
|O, ik vrees van niet.| Oh, je le crains.|Oh, I am afraid I am.
|Dat is vreemd.| C’est étrange.|That is strange.
|Als ik het geluk had de leerling van Miss Prism te zijn,|Si j’avais le bonheur d’être l’élève de Miss Prism,|Were I fortunate enough to be Miss Prism’s pupil,
|dan zou ik aan haar lippen hangen.|je serais suspendu à ses lèvres.|I would hang upon her lips.
|Ik bedoelde het slechts metaforisch.|C’est une métaphore...|I spoke metaphorically.
|Een metafoor ontleent aan de bijenwereld. Ahum!|inspirée des abeilles. Hum!|My metaphor was drawn from bees.  Ahem!
|Mr. Worthing is zeker nog niet uit de stad teruggekeerd?|Au fait, M. Worthing n’est pas encore revenu de la ville, je suppose.|Mr. Worthing, I suppose, has not returned from town yet?
|Wij verwachten hem niet voor maandagmiddag.| Nous ne l’attendons pas avant lundi après-midi.|We do not expect him till Monday afternoon.
|Ja, hij brengt zijn zondagen altijd graag in Londen door.| Eh oui, il aime bien passer le dimanche à Londres.|Ah yes, he usually likes to spend his Sunday in London.
|Hij behoort nu eenmaal niet tot de mensen wiens enige doel in het leven vermaak is, zoals volgens de geruchten| Il n’est pas de ceux dont le seul but est le divertissement|He is not one of those whose sole aim is enjoyment, as, by all accounts,
|die betreurenswaardige jongeman, die broer van hem.| comme son dissipé jeune frère.|that unfortunate young man his brother seems to be.
|Maar ik mag Egeria en haar pupil niet langer storen.| Mais je ne veux pas déranger plus longtemps Egérie et son élève.|But I must not disturb Egeria and her pupil any longer.
|Egeria? Mijn naam is Laetitia, doctor.| Egérie ? Mon prénom est Laetitia, docteur.|Egeria?  My name is Lætitia, Doctor.
|Slechts een Klassieke verwijzing, komende van de Heidense auteurs.|Une simple allusion classique tirée des auteurs païens.|A classical allusion merely, drawn from the Pagan authors.
|Ik zie u beiden ongetwijfeld bij de avonddienst?|Je vous verrai toutes deux aux vêpres, sans doute ?|I shall see you both no doubt at Evensong?
|Ik denk dat ik toch mee wil wandelen.| Je pense, mon cher docteur, que je vais faire une petite promenade avec vous.|I think, dear Doctor, I will have a stroll with you.
|Ik merk ineens, dominee, dat ik toch hoofdpijn heb,|Finalement il se trouve que j’ai mal à la tête|I find I have a headache after all,
|en dan kan een wandelingetje geen kwaad.|et une promenade pourrait me faire du bien.|and a walk might do it good.
|Met genoegen, Miss Prism, met genoegen.| Avec plaisir, Miss Prism, avec plaisir.|With pleasure, Miss Prism, with pleasure.
|We zouden tot de school kunnen lopen, en terug.| Nous pourrions aller jusqu’à l’école et revenir.|We might go as far as the schools and back.
|Dat klinkt heerlijk.| Ce serait délicieux.|That would be delightful.
|Cecily, in mijn afwezigheid doe jij je politieke economie.|Cecily, vous lirez votre Economie Politique en mon absence.|Cecily, you will read your Political Economy in my absence.
|Het hoofdstuk over de Val van de Roepie kun je overslaan. Dat is iets te sensationeel.|Vous pouvez passer le chapitre sur la chute de la roupie qui est trop scandaleux.| The chapter on the Fall of the Rupee you may omit. It is somewhat too sensational.
|Zelf deze metalische problemen hebben hun melodramatische kant.|Même ces questions monétaires ont un côté choquant.|Even these metallic problems have their melodramatic side.
|Verschrikkelijke politieke economie!|Horrible Economie Politique !|Horrid Political Economy!
|Verschrikkelijke aarderijkskunde!|Horrible géographie !|Horrid Geography!
|Verschrikkelijk, verschrikkelijk Duits!|Horrible, horrible allemand !|Horrid, horrid German!
|Mr. Ernst Worthing is zojuist van het station aangekomen.|M. Constant Worthing vient d’arriver de la gare.|Mr. Ernest Worthing has just driven over from the station.
|Hij heeft zijn bagage meegebracht.|Il a apporté ses bagages.|He has brought his luggage with him.
|“Mr. Ernst Worthing, Albany-club, London W.”|'M. Constant Worthing, B.4, The Albany, W'.|‘Mr. Ernest Worthing, B. 4, The Albany, W.’
|De broer van oom Jack!|Le frère de l’oncle Jack !|Uncle Jack’s brother!
|Heb je hem verteld dat Mr. Worthing in Londen is?|Lui avez-vous dit que M. Worthing était à Londres ?|Did you tell him Mr. Worthing was in town?
|Ja, mejuffrouw. Hij leek buitengewoon teleurgesteld.| Oui, mademoiselle. Il avait l’air très désappointé.|Yes, Miss.  He seemed very much disappointed.
|Ik heb hem verteld dat jij en Miss Prism in de tuin waren.|Je lui ai signalé que vous étiez dans le jardin avec Miss Prism|I mentioned that you and Miss Prism were in the garden.
|Hij zei dat hij u dolgraag onder vier ogen zou willen spreken.|et il a dit qu’il était très désireux de vous parler un moment en privé.|He said he was anxious to speak to you privately for a moment.
|Vraag Mr. Ernst Worthing hier te komen.| Dites à M. Worthing de venir ici.|Ask Mr. Ernest Worthing to come here.
|Laat de huismeester een kamer voor hem in orde maken.|Je suppose que vous feriez bien de demander à la gouvernante de lui préparer une chambre.|I suppose you had better talk to the housekeeper about a room for him.
|Zeker, mejuffrouw.| Oui, mademoiselle.|Yes, Miss.
|Ik heb nog nooit een echt slecht mens ontmoet. Ik ben een beetje bang.| Je n’ai encore jamais rencontré de personne vraiment dépravée. J’ai un peu peur.|I have never met any really wicked person before.  I feel rather frightened.
|Ik ben bang dat hij er net uit zal zien als iedereen.|J’ai un peu peur qu’il soit juste comme tout le monde.|I am so afraid he will look just like every one else.
|En ja hoor!|Il l'est.|He does!
|U bent vast mijn kleine nichtje Cecily.|Vous êtes ma petite cousine Cecily, j’en suis sûr !|You are my little cousin Cecily, I’m sure.
|Er heeft een vreemd misverstand bij u postgevat. Ik ben niet klein.| Vous faites une étrange erreur. Je ne suis pas petite.|You are under some strange mistake.  I am not little.
|Ik ben zelfs nogal groot voor mijn leeftijd.|En fait je crois que je suis plutôt grande pour mon âge.|In fact, I believe I am more than usually tall for my age.
|Maar ik ben uw nichtje Cecily.|Mais je suis bien votre cousine Cecily.|But I am your cousin.
|En u, zie ik van uw kaartje, bent de broer van oom Jack, mijn neef Ernst,|Vous, je vois ça sur votre carte, vous êtes le frère de mon Oncle Jack,|You, I see from your card, are Uncle Jack’s brother, my cousin Ernest,
|mijn slechte neef Ernst.|mon méchant cousin Constant.|my wicked cousin Ernest.
|O! Je moet niet denken dat ik slecht ben, nicht Cecily.| Oh ! Je ne suis pas du tout méchant, cousine Cecily.|Oh! I am not really wicked at all, cousin Cecily!
|Ik ben helemaal niet zo slecht.|Vous ne devez pas penser que je suis méchant.|You mustn’t think that I am wicked.
|Als u niet slecht bent, dan hebt u ons allemaal op een onvergeeflijke manier misleid.| Si vous ne l’êtes pas vous nous avez tous trompés d’une façon inexcusable.|If you are not, then you have certainly been deceiving us all in a very inexcusable manner.
|Ik hoop dat u niet stiekem een dubbelleven hebt geleid,|J’espère que vous ne menez pas une double vie,|I hope you have not been leading a double life,
